name	term	lev	seq	value
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN625_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN625_c0_g2_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN692_c0_g1_i4	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN692_c0_g1_i9	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN3181_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN11956_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN8094_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN26403_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN17352_c1_g1_i3	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN5282_c0_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN5282_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN3440_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN24074_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN24074_c0_g2_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN8406_c0_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN12398_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN3751_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN10819_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1908_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN25204_c4_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN7771_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN7726_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN5977_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN3219_c0_g1_i3	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN3219_c0_g1_i4	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN2370_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN12959_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1411_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1460_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN18526_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN6305_c0_g3_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN10359_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN3536_c0_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN3574_c7_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN24104_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN7590_c0_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN22372_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN22561_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN119_c0_g1_i8	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN119_c0_g1_i4	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN4834_c1_g1_i4	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN4824_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN21680_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN528_c0_g1_i4	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN528_c0_g1_i4	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN528_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN528_c0_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN544_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN8878_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN2198_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1229_c0_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1229_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1229_c0_g1_i3	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1272_c2_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN7014_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN7015_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN7015_c0_g2_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN911_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN2477_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN20439_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN17873_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1883_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN25171_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1082_c0_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1082_c0_g1_i3	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1006_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1083_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN323_c0_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN323_c0_g1_i3	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN391_c1_g1_i4	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN391_c1_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN4918_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN5015_c0_g1_i2	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN780_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN781_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN28093_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN28124_c1_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN2267_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN28202_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN28288_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN19103_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN1374_c0_g1_i3	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN6290_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN25824_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN16667_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN15857_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN15999_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN22307_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN13309_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN10257_c0_g1_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN2747_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN5711_c0_g2_i1	1
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN960_c0_g1_i1	0
"protein-containing complex subunit organization"	GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933	3	TRINITY_DN2177_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN9651_c0_g1_i2	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN26881_c1_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN2717_c1_g1_i15	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN2717_c1_g1_i7	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN285_c0_g4_i2	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN285_c0_g4_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN690_c0_g1_i2	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN690_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN25771_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN8364_c0_g1_i2	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN8364_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN2838_c0_g1_i1	1
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1946_c0_g1_i2	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1946_c0_g1_i1	1
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1971_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1971_c0_g1_i3	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN26767_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1772_c0_g1_i2	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1772_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1781_c0_g1_i3	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN131_c0_g1_i4	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN131_c0_g1_i5	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN3023_c0_g1_i6	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN3023_c0_g1_i8	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN3023_c0_g1_i10	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN571_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN530_c0_g4_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN937_c0_g2_i3	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN3340_c0_g2_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1544_c0_g1_i2	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN5885_c0_g3_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN5805_c0_g1_i2	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN26645_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1867_c0_g1_i1	0
"embryo development ending in birth or egg hatching"	GO:0001701;GO:0043009;GO:0009792;GO:0009790	4	TRINITY_DN1876_c0_g1_i1	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN2061_c0_g1_i2	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN1158_c0_g1_i1	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN6081_c0_g1_i2	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN6081_c0_g1_i2	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN821_c0_g1_i1	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN229_c0_g1_i1	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN3956_c2_g1_i2	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN3956_c2_g1_i3	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN3956_c2_g1_i1	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN24074_c0_g1_i1	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN24074_c0_g2_i1	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN10819_c0_g1_i1	0
"spliceosomal snRNP assembly"	GO:0000387	2	TRINITY_DN1908_c0_g1_i1	0
